@relation postag

@attribute word string
@attribute tag_two_before string
@attribute tag_before string
@attribute tag string

@data
xCOMMA, VERB, NOUN, PUNCT
ia, NOUN, PUNCT, PRON
tidak, PUNCT, PRON, PART
bertentangan, PRON, PART, VERB
dengan, PART, VERB, ADP
akal, VERB, ADP, NOUN
xDOT, ADP, NOUN, PUNCT
Sebagai, UNKNOWN2, UNKNOWN1, ADP
sebuah, UNKNOWN1, ADP, DET
perasaan, ADP, DET, NOUN
yang, DET, NOUN, PRON
universal, NOUN, PRON, ADJ
xCOMMA, PRON, ADJ, PUNCT
dengan, ADJ, PUNCT, ADP
perkiraan, PUNCT, ADP, NOUN
98, ADP, NOUN, NUM
%, NOUN, NUM, SYM
manusia, NUM, SYM, NOUN
pernah, SYM, NOUN, ADV
mengalaminya, NOUN, ADV, VERB
xCOMMA, ADV, VERB, PUNCT
cinta, VERB, PUNCT, NOUN
tidak, PUNCT, NOUN, PART
terbalaskan, NOUN, PART, VERB
alaminya, PART, VERB, ADV
sering, VERB, ADV, ADV
dijadikan, ADV, ADV, VERB
subyek, ADV, VERB, NOUN
budaya, VERB, NOUN, NOUN
masyarakat, NOUN, NOUN, NOUN
xDOT, NOUN, NOUN, PUNCT
Atas, UNKNOWN2, UNKNOWN1, ADP
karyanya, UNKNOWN1, ADP, NOUN
tersebut, ADP, NOUN, DET
xCOMMA, NOUN, DET, PUNCT
mereka, DET, PUNCT, PRON
menerima, PUNCT, PRON, VERB
Penghargaan, PRON, VERB, PROPN
Nobel, VERB, PROPN, PROPN
Fisika, PROPN, PROPN, PROPN
pada, PROPN, PROPN, ADP
tahun, PROPN, ADP, NOUN
1993, ADP, NOUN, NUM
xDOT, NOUN, NUM, PUNCT
Jumat, UNKNOWN2, UNKNOWN1, PROPN
xCOMMA, UNKNOWN1, PROPN, PUNCT
31, PROPN, PUNCT, NUM
Juli, PUNCT, NUM, PROPN
1936, NUM, PROPN, NUM
–, PROPN, NUM, PUNCT
Dies, NUM, PUNCT, PROPN
Natalis, PUNCT, PROPN, PROPN
ke, PROPN, PROPN, NUM
-, PROPN, NUM, PUNCT
16, NUM, PUNCT, NUM
TH, PUNCT, NUM, PROPN
Bandung, NUM, PROPN, PROPN
diadakan, PROPN, PROPN, VERB
di, PROPN, VERB, ADP
Aula, VERB, ADP, PROPN
/, ADP, PROPN, SYM
Barakgebouw, PROPN, SYM, PROPN
A, SYM, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Tepat, PROPN, PUNCT, ADJ
jam, PUNCT, ADJ, NOUN
10.00, ADJ, NOUN, NUM
diiringi, NOUN, NUM, VERB
lagu, NUM, VERB, NOUN
xDOUBQUOT, VERB, NOUN, PUNCT
Gaudeamus, NOUN, PUNCT, PROPN
igitur, PUNCT, PROPN, PROPN
xDOUBQUOT, PROPN, PROPN, PUNCT
xCOMMA, PROPN, PUNCT, PUNCT
anggota, PUNCT, PUNCT, NOUN
Majelis, PUNCT, NOUN, PROPN
Kurator, NOUN, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
para, PROPN, CCONJ, DET
guru, CCONJ, DET, NOUN
besar, DET, NOUN, ADJ
TH, NOUN, ADJ, PROPN
Bandung, ADJ, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
beserta, PROPN, PUNCT, CCONJ
perwakilan, PUNCT, CCONJ, NOUN
dari, CCONJ, NOUN, ADP
Fakultas, NOUN, ADP, NOUN
Hukum, ADP, NOUN, PROPN
dan, NOUN, PROPN, CCONJ
Fakultas, PROPN, CCONJ, NOUN
Kedokteran, CCONJ, NOUN, PROPN
Batavia, NOUN, PROPN, PROPN
berada, PROPN, PROPN, VERB
di, PROPN, VERB, ADP
Aula, VERB, ADP, PROPN
xDOT, ADP, PROPN, PUNCT
Acara, PROPN, PUNCT, NOUN
dimulai, PUNCT, NOUN, VERB
dengan, NOUN, VERB, ADP
pidato, VERB, ADP, NOUN
Ketua, ADP, NOUN, PROPN
Fakultas, NOUN, PROPN, PROPN
Prof, PROPN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Ir, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
CGJ, PROPN, PUNCT, PROPN
Vreedenburgh, PUNCT, PROPN, PROPN
yang, PROPN, PROPN, PRON
melaporkan, PROPN, PRON, VERB
perkembangan, PRON, VERB, NOUN
TH, VERB, NOUN, PROPN
selama, NOUN, PROPN, ADP
satu, PROPN, ADP, DET
tahun, ADP, DET, NOUN
terakhir, DET, NOUN, ADJ
xDOT, NOUN, ADJ, PUNCT
Bagaimana, UNKNOWN2, UNKNOWN1, ADV
jugakah, UNKNOWN1, ADV, ADV
reaksi, ADV, ADV, NOUN
Rendra, ADV, NOUN, PROPN
jika, NOUN, PROPN, SCONJ
mengetahui, PROPN, SCONJ, VERB
hal, SCONJ, VERB, NOUN
tersebut, VERB, NOUN, DET
?, NOUN, DET, PUNCT
Setiap, UNKNOWN2, UNKNOWN1, DET
tahunnya, UNKNOWN1, DET, NOUN
xCOMMA, DET, NOUN, PUNCT
Pimpinan, NOUN, PUNCT, NOUN
Eksekutif, PUNCT, NOUN, PROPN
kontes, NOUN, PROPN, NOUN
ini, PROPN, NOUN, DET
adalah, NOUN, DET, AUX
Svante, DET, AUX, PROPN
Stockselius, AUX, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
yang, PROPN, PUNCT, PRON
juga, PUNCT, PRON, ADV
merupakan, PRON, ADV, VERB
kepala, ADV, VERB, NOUN
bidang, VERB, NOUN, NOUN
dari, NOUN, NOUN, ADP
xDOUBQUOT, NOUN, ADP, PUNCT
Steering, ADP, PUNCT, PROPN
Group, PUNCT, PROPN, PROPN
xDOUBQUOT, PROPN, PROPN, PUNCT
xCOMMA, PROPN, PUNCT, PUNCT
yang, PUNCT, PUNCT, PRON
bertugas, PUNCT, PRON, VERB
untuk, PRON, VERB, ADP
menetapkan, VERB, ADP, VERB
aturan, ADP, VERB, NOUN
-, VERB, NOUN, PUNCT
aturan, NOUN, PUNCT, NOUN
yang, PUNCT, NOUN, PRON
berlaku, NOUN, PRON, VERB
dalam, PRON, VERB, ADP
kontes, VERB, ADP, NOUN
ini, ADP, NOUN, DET
xCOMMA, NOUN, DET, PUNCT
menentukan, DET, PUNCT, VERB
penyiar, PUNCT, VERB, NOUN
mana, VERB, NOUN, NOUN
yang, NOUN, NOUN, PRON
akan, NOUN, PRON, ADV
menjadi, PRON, ADV, VERB
tuan, ADV, VERB, NOUN
rumah, VERB, NOUN, NOUN
kontes, NOUN, NOUN, NOUN
ini, NOUN, NOUN, DET
xCOMMA, NOUN, DET, PUNCT
dan, DET, PUNCT, CCONJ
memantau, PUNCT, CCONJ, VERB
produksi, CCONJ, VERB, NOUN
dari, VERB, NOUN, ADP
setiap, NOUN, ADP, DET
program, ADP, DET, NOUN
stasiun, DET, NOUN, NOUN
televisi, NOUN, NOUN, NOUN
yang, NOUN, NOUN, PRON
bersangkutan, NOUN, PRON, ADJ
(, PRON, ADJ, PUNCT
semuanya, ADJ, PUNCT, NOUN
), PUNCT, NOUN, PUNCT
xDOT, NOUN, PUNCT, PUNCT
Pada, UNKNOWN2, UNKNOWN1, ADP
16, UNKNOWN1, ADP, NUM
Juli, ADP, NUM, NOUN
berita, NUM, NOUN, NOUN
adanya, NOUN, NOUN, VERB
pembantaian, NOUN, VERB, NOUN
mulai, VERB, NOUN, ADV
tersebar, NOUN, ADV, VERB
xDOT, ADV, VERB, PUNCT
Album, UNKNOWN2, UNKNOWN1, NOUN
-, UNKNOWN1, NOUN, PUNCT
album, NOUN, PUNCT, NOUN
berikutnya, PUNCT, NOUN, ADJ
xCOMMA, NOUN, ADJ, PUNCT
xDOUBQUOT, ADJ, PUNCT, PUNCT
Flying, PUNCT, PUNCT, PROPN
Colours, PUNCT, PROPN, PROPN
xDOUBQUOT, PROPN, PROPN, PUNCT
dan, PROPN, PUNCT, CCONJ
xDOUBQUOT, PUNCT, CCONJ, PUNCT
Into, CCONJ, PUNCT, PROPN
the, PUNCT, PROPN, PROPN
Light, PROPN, PROPN, PROPN
xDOUBQUOT, PROPN, PROPN, PUNCT
sampai, PROPN, PUNCT, VERB
di, PUNCT, VERB, ADP
urutan, VERB, ADP, NOUN
pertama, ADP, NOUN, NUM
tangga, NOUN, NUM, NOUN
album, NUM, NOUN, NOUN
Britania, NOUN, NOUN, PROPN
ketika, NOUN, PROPN, SCONJ
dirilis, PROPN, SCONJ, VERB
pada, SCONJ, VERB, ADP
tahun, VERB, ADP, NOUN
1988, ADP, NOUN, NUM
xDOT, NOUN, NUM, PUNCT
Warna, UNKNOWN2, UNKNOWN1, NOUN
parhelion, UNKNOWN1, NOUN, PROPN
akhirnya, NOUN, PROPN, ADV
menjadi, PROPN, ADV, VERB
putif, ADV, VERB, ADJ
saat, VERB, ADJ, SCONJ
berada, ADJ, SCONJ, VERB
di, SCONJ, VERB, ADP
lingkaran, VERB, ADP, NOUN
parhelis, ADP, NOUN, PROPN
(, NOUN, PROPN, PUNCT
jika, PROPN, PUNCT, SCONJ
dapat, PUNCT, SCONJ, ADV
terlihat, SCONJ, ADV, VERB
), ADV, VERB, PUNCT
xDOT, VERB, PUNCT, PUNCT
Disney, UNKNOWN2, UNKNOWN1, PROPN
Junior, UNKNOWN1, PROPN, PROPN
Asia, PROPN, PROPN, PROPN
dibagi, PROPN, PROPN, VERB
dalam, PROPN, VERB, ADP
5, VERB, ADP, NUM
saluran, ADP, NUM, NOUN
operasi, NUM, NOUN, NOUN
:, NOUN, NOUN, PUNCT
Bagaimana, UNKNOWN2, UNKNOWN1, ADJ
pula, UNKNOWN1, ADJ, ADJ
kisah, ADJ, ADJ, NOUN
cinta, ADJ, NOUN, NOUN
segitiga, NOUN, NOUN, ADJ
antara, NOUN, ADJ, ADP
Hafizah, ADJ, ADP, PROPN
xCOMMA, ADP, PROPN, PUNCT
Samsul, PROPN, PUNCT, PROPN
dan, PUNCT, PROPN, CCONJ
Bambang, PROPN, CCONJ, PROPN
?, CCONJ, PROPN, PUNCT
Titahnya, UNKNOWN2, UNKNOWN1, NOUN
xCOMMA, UNKNOWN1, NOUN, PUNCT
apakah, NOUN, PUNCT, ADV
kabar, PUNCT, ADV, NOUN
Juragan, ADV, NOUN, PROPN
?, NOUN, PROPN, PUNCT
Fuyo, UNKNOWN2, UNKNOWN1, PROPN
Group, UNKNOWN1, PROPN, PROPN
jejak, PROPN, PROPN, NOUN
sejarahnya, PROPN, NOUN, NOUN
sejauh, NOUN, NOUN, ADP
zaibatsu, NOUN, ADP, PROPN
Yasuda, ADP, PROPN, PROPN
lama, PROPN, PROPN, ADJ
xDOT, PROPN, ADJ, PUNCT
Solo, UNKNOWN2, UNKNOWN1, PROPN
adalah, UNKNOWN1, PROPN, AUX
desa, PROPN, AUX, NOUN
yang, AUX, NOUN, PRON
berada, NOUN, PRON, VERB
di, PRON, VERB, ADP
kecamatan, VERB, ADP, PROPN
Angkona, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Kabupaten, PROPN, PUNCT, PROPN
Luwu, PUNCT, PROPN, PROPN
Timur, PROPN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Sulawesi, PROPN, PUNCT, PROPN
Selatan, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Indonesia, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Iskandar, UNKNOWN2, UNKNOWN1, PROPN
Muda, UNKNOWN1, PROPN, PROPN
menobatkan, PROPN, PROPN, VERB
Tun, PROPN, VERB, PROPN
Seri, VERB, PROPN, PROPN
Lanang, PROPN, PROPN, PROPN
menjadi, PROPN, PROPN, VERB
raja, PROPN, VERB, NOUN
pertama, VERB, NOUN, NUM
Samalanga, NOUN, NUM, PROPN
xDOT, NUM, PROPN, PUNCT
Fungsi, UNKNOWN2, UNKNOWN1, NOUN
utama, UNKNOWN1, NOUN, ADJ
silika, NOUN, ADJ, NOUN
adalah, ADJ, NOUN, AUX
sebagai, NOUN, AUX, ADP
asam, AUX, ADP, PROPN
xCOMMA, ADP, PROPN, PUNCT
yang, PROPN, PUNCT, PRON
membentuk, PUNCT, PRON, VERB
silikat, PRON, VERB, NOUN
xDOT, VERB, NOUN, PUNCT
Pada, UNKNOWN2, UNKNOWN1, ADP
hari, UNKNOWN1, ADP, NOUN
kesembilan, ADP, NOUN, NUM
Bisma, NOUN, NUM, PROPN
menyerang, NUM, PROPN, VERB
pasukan, PROPN, VERB, NOUN
Pandawa, VERB, NOUN, PROPN
dengan, NOUN, PROPN, ADP
membabi, PROPN, ADP, NOUN
buta, ADP, NOUN, NUM
xDOT, NOUN, NUM, PUNCT
-, UNKNOWN2, UNKNOWN1, PUNCT
agak, UNKNOWN1, PUNCT, ADV
boros, PUNCT, ADV, VERB
ga, ADV, VERB, PART
kira2, VERB, PART, ADV
?, PART, ADV, PUNCT
Sukaseneng, UNKNOWN2, UNKNOWN1, PROPN
adalah, UNKNOWN1, PROPN, AUX
desa, PROPN, AUX, NOUN
di, AUX, NOUN, ADP
kecamatan, NOUN, ADP, PROPN
Cikeusik, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Pandeglang, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Banten, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Indonesia, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Ketika, UNKNOWN2, UNKNOWN1, SCONJ
Pelops, UNKNOWN1, SCONJ, PROPN
dibunuh, SCONJ, PROPN, VERB
oleh, PROPN, VERB, ADP
ayahnya, VERB, ADP, NOUN
sendiri, ADP, NOUN, ADJ
xCOMMA, NOUN, ADJ, PUNCT
Tantalos, ADJ, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Klotho, PROPN, PUNCT, PROPN
menghidupkan, PUNCT, PROPN, VERB
kembali, PROPN, VERB, ADV
Pelops, VERB, ADV, PROPN
xDOT, ADV, PROPN, PUNCT
Kornberg, UNKNOWN2, UNKNOWN1, PROPN
dianugerahi, UNKNOWN1, PROPN, VERB
Penghargaan, PROPN, VERB, PROPN
Nobel, VERB, PROPN, PROPN
dalam, PROPN, PROPN, ADP
Kimia, PROPN, ADP, PROPN
pada, ADP, PROPN, ADP
tahun, PROPN, ADP, NOUN
2006, ADP, NOUN, NUM
xDOUBQUOT, NOUN, NUM, PUNCT
untuk, NUM, PUNCT, ADP
penelitiannya, PUNCT, ADP, NOUN
mengenai, ADP, NOUN, VERB
basis, NOUN, VERB, NOUN
molekul, VERB, NOUN, NOUN
transkripsi, NOUN, NOUN, NOUN
eukaryota, NOUN, NOUN, NOUN
xDOUBQUOT, NOUN, NOUN, PUNCT
yang, NOUN, PUNCT, PRON
menjelaskan, PUNCT, PRON, VERB
proses, PRON, VERB, NOUN
di, VERB, NOUN, ADP
mana, NOUN, ADP, ADP
DNA, ADP, ADP, PROPN
berubah, ADP, PROPN, VERB
menjadi, PROPN, VERB, VERB
RNA, VERB, VERB, PROPN
xDOT, VERB, PROPN, PUNCT
Namun, UNKNOWN2, UNKNOWN1, SCONJ
xCOMMA, UNKNOWN1, SCONJ, PUNCT
nyatakan, SCONJ, PUNCT, VERB
bahwa, PUNCT, VERB, SCONJ
bidang, VERB, SCONJ, NOUN
Euklidean, SCONJ, NOUN, NOUN
datar, NOUN, NOUN, NOUN
diberikan, NOUN, NOUN, VERB
dengan, NOUN, VERB, ADP
mengambil, VERB, ADP, VERB
p, ADP, VERB, NOUN
(, VERB, NOUN, PUNCT
x, NOUN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
y, PROPN, PUNCT, X
), PUNCT, X, PUNCT
=, X, PUNCT, SYM
0, PUNCT, SYM, NUM
xDOT, SYM, NUM, PUNCT
Bagaimana, UNKNOWN2, UNKNOWN1, ADJ
akhir, UNKNOWN1, ADJ, NOUN
kisah, ADJ, NOUN, NOUN
cinta, NOUN, NOUN, NOUN
Gaby, NOUN, NOUN, PROPN
dan, NOUN, PROPN, CCONJ
Popo, PROPN, CCONJ, PROPN
?, CCONJ, PROPN, PUNCT
Embraer, UNKNOWN2, UNKNOWN1, PROPN
E, UNKNOWN1, PROPN, PROPN
-, PROPN, PROPN, PUNCT
Jets, PROPN, PUNCT, PROPN
menggunakan, PUNCT, PROPN, VERB
kursi, PROPN, VERB, NOUN
empat, VERB, NOUN, NUM
kolom, NOUN, NUM, NOUN
xDOT, NUM, NOUN, PUNCT
Menurut, UNKNOWN2, UNKNOWN1, ADP
Pakta, UNKNOWN1, ADP, PROPN
Madrid, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Pedro, PROPN, PUNCT, PROPN
diharuskan, PUNCT, PROPN, VERB
membantu, PROPN, VERB, VERB
Alfonso, VERB, VERB, PROPN
XI, VERB, PROPN, PROPN
dari, PROPN, PROPN, ADP
Kastilia, PROPN, ADP, PROPN
dalam, ADP, PROPN, ADP
serangannya, PROPN, ADP, NOUN
terhadap, ADP, NOUN, ADP
Algeciras, NOUN, ADP, PROPN
(, ADP, PROPN, PUNCT
berhasil, PROPN, PUNCT, VERB
;, PUNCT, VERB, PUNCT
1344, VERB, PUNCT, NUM
), PUNCT, NUM, PUNCT
dan, NUM, PUNCT, CCONJ
Gibraltar, PUNCT, CCONJ, PROPN
(, CCONJ, PROPN, PUNCT
gagal, PROPN, PUNCT, VERB
;, PUNCT, VERB, PUNCT
1349, VERB, PUNCT, NUM
), PUNCT, NUM, PUNCT
dengan, NUM, PUNCT, ADP
bertahan, PUNCT, ADP, VERB
melawan, ADP, VERB, ADP
serangan, VERB, ADP, NOUN
balik, ADP, NOUN, NOUN
musuh, NOUN, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
yaitu, NOUN, PUNCT, ADV
pasukan, PUNCT, ADV, NOUN
Islam, ADV, NOUN, PROPN
dari, NOUN, PROPN, ADP
Banu, PROPN, ADP, PROPN
Marin, ADP, PROPN, PROPN
di, PROPN, PROPN, ADP
Afrika, PROPN, ADP, PROPN
Utara, ADP, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Namun, UNKNOWN2, UNKNOWN1, SCONJ
saat, UNKNOWN1, SCONJ, SCONJ
ia, SCONJ, SCONJ, PRON
berhasil, SCONJ, PRON, VERB
mendapatkan, PRON, VERB, VERB
Putri, VERB, VERB, PROPN
kembali, VERB, PROPN, ADV
xCOMMA, PROPN, ADV, PUNCT
tiba, ADV, PUNCT, ADV
-, PUNCT, ADV, PUNCT
tiba, ADV, PUNCT, ADV
Gladis, PUNCT, ADV, PROPN
(, ADV, PROPN, PUNCT
Eriska, PROPN, PUNCT, PROPN
Reinisa, PUNCT, PROPN, PROPN
), PROPN, PROPN, PUNCT
yang, PROPN, PUNCT, PRON
mengaku, PUNCT, PRON, VERB
pacar, PRON, VERB, NOUN
Rafael, VERB, NOUN, PROPN
datang, NOUN, PROPN, VERB
untuk, PROPN, VERB, ADP
mempertanyakan, VERB, ADP, VERB
kembali, ADP, VERB, ADV
cintanya, VERB, ADV, NOUN
xDOT, ADV, NOUN, PUNCT
Luas, UNKNOWN2, UNKNOWN1, NOUN
Wilayah, UNKNOWN1, NOUN, NOUN
:, NOUN, NOUN, PUNCT
94.155, NOUN, PUNCT, NUM
Ha, PUNCT, NUM, NUM
Luas, NUM, NUM, NOUN
Sawah, NUM, NOUN, PROPN
:, NOUN, PROPN, PUNCT
40.129, PROPN, PUNCT, NUM
Ha, PUNCT, NUM, NUM
Tanah, NUM, NUM, NOUN
Kering, NUM, NOUN, PROPN
:, NOUN, PROPN, PUNCT
54.026, PROPN, PUNCT, NUM
Ha, PUNCT, NUM, NOUN
1, NUM, NOUN, NUM
xDOT, NOUN, NUM, PUNCT
Apakah, UNKNOWN2, UNKNOWN1, ADV
Angkatan, UNKNOWN1, ADV, PROPN
Balai, ADV, PROPN, PROPN
Pustaka, PROPN, PROPN, PROPN
sama, PROPN, PROPN, ADJ
dengasn, PROPN, ADJ, ADP
Angkatan, ADJ, ADP, PROPN
Pujangga, ADP, PROPN, PROPN
Baru, PROPN, PROPN, PROPN
?, PROPN, PROPN, PUNCT
KRMT, UNKNOWN2, UNKNOWN1, PROPN
Wirjodiningrat, UNKNOWN1, PROPN, PROPN
membeli, PROPN, PROPN, VERB
tanah, PROPN, VERB, NOUN
Sriwedari, VERB, NOUN, PROPN
dari, NOUN, PROPN, ADP
seorang, PROPN, ADP, DET
Belanda, ADP, DET, PROPN
bernama, DET, PROPN, VERB
Johannes, PROPN, VERB, PROPN
Buselar, VERB, PROPN, PROPN
pada, PROPN, PROPN, ADP
1877, PROPN, ADP, NUM
dengan, ADP, NUM, ADP
status, NUM, ADP, NOUN
tanah, ADP, NOUN, NOUN
RVE, NOUN, NOUN, PROPN
(, NOUN, PROPN, PUNCT
hak, PROPN, PUNCT, NOUN
milik, PUNCT, NOUN, NOUN
), NOUN, NOUN, PUNCT
xDOT, NOUN, PUNCT, PUNCT
Pagi, UNKNOWN2, UNKNOWN1, NOUN
itu, UNKNOWN1, NOUN, DET
ia, NOUN, DET, PRON
memandang, DET, PRON, VERB
penuh, PRON, VERB, ADJ
harap, VERB, ADJ, NOUN
kelangit, ADJ, NOUN, ADP
xCOMMA, NOUN, ADP, PUNCT
semoga, ADP, PUNCT, ADV
hari, PUNCT, ADV, NOUN
itu, ADV, NOUN, DET
ada, NOUN, DET, VERB
pesawat, DET, VERB, NOUN
yang, VERB, NOUN, PRON
datang, NOUN, PRON, VERB
dan, PRON, VERB, CCONJ
membawa, VERB, CCONJ, VERB
guru, CCONJ, VERB, NOUN
pengganti, VERB, NOUN, NOUN
karena, NOUN, NOUN, SCONJ
sudah, NOUN, SCONJ, ADP
6, SCONJ, ADP, NUM
bulan, ADP, NUM, NOUN
tak, NUM, NOUN, PART
ada, NOUN, PART, VERB
guru, PART, VERB, NOUN
yang, VERB, NOUN, PRON
mengajar, NOUN, PRON, VERB
xCOMMA, PRON, VERB, PUNCT
setelah, VERB, PUNCT, SCONJ
Mazmur, PUNCT, SCONJ, PROPN
melempar, SCONJ, PROPN, VERB
pandangannya, PROPN, VERB, NOUN
kepada, VERB, NOUN, ADP
Bapak, NOUN, ADP, PROPN
Yakob, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
seorang, PROPN, PUNCT, DET
pria, PUNCT, DET, NOUN
berumur, DET, NOUN, ADJ
yang, NOUN, ADJ, PRON
masih, ADJ, PRON, ADV
menjaga, PRON, ADV, VERB
tradisi, ADV, VERB, NOUN
xCOMMA, VERB, NOUN, PUNCT
dan, NOUN, PUNCT, CCONJ
dari, PUNCT, CCONJ, ADP
Bapak, CCONJ, ADP, PROPN
Yakob, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Mazmur, PROPN, PUNCT, PROPN
tahu, PUNCT, PROPN, VERB
guru, PROPN, VERB, NOUN
tidak, VERB, NOUN, PART
juga, NOUN, PART, ADV
datang, PART, ADV, VERB
xDOT, ADV, VERB, PUNCT
Menurut, UNKNOWN2, UNKNOWN1, ADP
Biro, UNKNOWN1, ADP, PROPN
Sensus, ADP, PROPN, PROPN
Amerika, PROPN, PROPN, PROPN
Serikat, PROPN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
luas, PROPN, PUNCT, NOUN
kota, PUNCT, NOUN, NOUN
ini, NOUN, NOUN, DET
keseluruhannya, NOUN, DET, NOUN
adalah, DET, NOUN, AUX
60, NOUN, AUX, NUM
km², AUX, NUM, NUM
xCOMMA, NUM, NUM, PUNCT
dan, NUM, PUNCT, CCONJ
dari, PUNCT, CCONJ, ADP
luasnya, CCONJ, ADP, NOUN
itu, ADP, NOUN, DET
xCOMMA, NOUN, DET, PUNCT
59, DET, PUNCT, NUM
xCOMMA, PUNCT, NUM, PUNCT
8, NUM, PUNCT, NUM
km², PUNCT, NUM, NOUN
merupakan, NUM, NOUN, VERB
daratan, NOUN, VERB, NOUN
sementara, VERB, NOUN, SCONJ
0, NOUN, SCONJ, NUM
xCOMMA, SCONJ, NUM, PUNCT
2, NUM, PUNCT, NUM
km², PUNCT, NUM, NOUN
berupa, NUM, NOUN, VERB
perairan, NOUN, VERB, NOUN
xDOT, VERB, NOUN, PUNCT
Dalam, UNKNOWN2, UNKNOWN1, ADP
cerita, UNKNOWN1, ADP, NOUN
rakyat, ADP, NOUN, NOUN
Melayu, NOUN, NOUN, PROPN
xCOMMA, NOUN, PROPN, PUNCT
sosok, PROPN, PUNCT, NOUN
kuntilanak, PUNCT, NOUN, NOUN
digambarkan, NOUN, NOUN, VERB
dalam, NOUN, VERB, ADP
bentuk, VERB, ADP, NOUN
wanita, ADP, NOUN, NOUN
cantik, NOUN, NOUN, ADJ
dengan, NOUN, ADJ, ADP
punggung, ADJ, ADP, NOUN
berlubang, ADP, NOUN, ADJ
xDOT, NOUN, ADJ, PUNCT
Menurut, UNKNOWN2, UNKNOWN1, ADP
al, UNKNOWN1, ADP, PROPN
-, ADP, PROPN, PUNCT
Quran, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Nabi, PROPN, PUNCT, PROPN
Luth, PUNCT, PROPN, PROPN
(, PROPN, PROPN, PUNCT
atau, PROPN, PUNCT, CCONJ
Lot, PUNCT, CCONJ, PROPN
), CCONJ, PROPN, PUNCT
telah, PROPN, PUNCT, ADV
diutus, PUNCT, ADV, VERB
sebagai, ADV, VERB, ADP
seorang, VERB, ADP, DET
nabi, ADP, DET, NOUN
untuk, DET, NOUN, ADP
memberi, NOUN, ADP, VERB
peringatan, ADP, VERB, NOUN
kepada, VERB, NOUN, ADP
umatnya, NOUN, ADP, NOUN
yaitu, ADP, NOUN, ADV
xCOMMA, NOUN, ADV, PUNCT
penduduk, ADV, PUNCT, NOUN
Sodom, PUNCT, NOUN, PROPN
(, NOUN, PROPN, PUNCT
bahasa, PROPN, PUNCT, NOUN
Arab, PUNCT, NOUN, PROPN
:, NOUN, PROPN, PUNCT
سدوم, PROPN, PUNCT, PROPN
Sadūm, PUNCT, PROPN, PROPN
), PROPN, PROPN, PUNCT
dan, PROPN, PUNCT, CCONJ
Amora, PUNCT, CCONJ, PROPN
(, CCONJ, PROPN, PUNCT
bahasa, PROPN, PUNCT, NOUN
Arab, PUNCT, NOUN, PROPN
:, NOUN, PROPN, PUNCT
عمورة, PROPN, PUNCT, PROPN
ʿAmūrah, PUNCT, PROPN, PROPN
), PROPN, PROPN, PUNCT
untuk, PROPN, PUNCT, ADP
memperbaiki, PUNCT, ADP, VERB
tingkah, ADP, VERB, NOUN
laku, VERB, NOUN, NOUN
mereka, NOUN, NOUN, PRON
yang, NOUN, PRON, PRON
menyimpang, PRON, PRON, VERB
xDOT, PRON, VERB, PUNCT
Dia, UNKNOWN2, UNKNOWN1, PRON
dilahirkan, UNKNOWN1, PRON, VERB
di, PRON, VERB, ADP
Hazle, VERB, ADP, PROPN
Township, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Pennsylvania, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Amerika, PROPN, PUNCT, PROPN
Serikat, PUNCT, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Roy, UNKNOWN2, UNKNOWN1, PROPN
kelihatan, UNKNOWN1, PROPN, VERB
belangnya, PROPN, VERB, NOUN
sebagai, VERB, NOUN, ADP
penjudi, NOUN, ADP, NOUN
dan, ADP, NOUN, CCONJ
tukang, NOUN, CCONJ, NOUN
main, CCONJ, NOUN, NOUN
perempuan, NOUN, NOUN, NOUN
xDOT, NOUN, NOUN, PUNCT
